iter	RMSE
272	0.0368933707
273	0.0368398341
274	0.03683860487
275	0.03675043888
276	0.036729192
277	0.03671262464
278	0.03658551045
279	0.0364484515
280	0.0364382932
281	0.0363717188
282	0.03624532253
283	0.03620426486
284	0.03609188434
285	0.03609122397
286	0.03605667164
287	0.0360466162
288	0.03602222665
289	0.03592744826
290	0.03579311603
291	0.03570050572
292	0.03564081099
293	0.03558917537
294	0.03554754122
295	0.03546302668
296	0.03536081827
297	0.03528787289
298	0.03515309738
299	0.03511488341
300	0.03500109395
301	0.03493914004
302	0.03487411654
303	0.03483955971
304	0.0348044083
305	0.03479961822
306	0.03472959867
307	0.03470617248
308	0.03461935018
309	0.03460354234
310	0.03452468539
311	0.03442386331
312	0.03432875917
313	0.03419745823
314	0.03418316996
315	0.0341323544
316	0.03399447686
317	0.03396368089
318	0.03394728721
319	0.03393088547
320	0.03381435361
321	0.03368938889
322	0.03365213806
323	0.03359069282
324	0.03346218242
325	0.03340357787
326	0.03329380875
327	0.03325456186
328	0.03317630474
329	0.0330409385
330	0.03295610346
331	0.03289694543
332	0.0328779143
333	0.03280742051
334	0.03275432614
335	0.03265032173
336	0.03261048792
337	0.03257081063
338	0.03247045329
339	0.03237939186
340	0.03227633842
341	0.03219694316
342	0.03216770253
343	0.03209759934
344	0.0320553954
345	0.03191677919
346	0.03186118532
347	0.03181387839
348	0.03180550686
349	0.03173625573
350	0.03164953855
351	0.03163666191
352	0.03159637452
353	0.03157279372
354	0.0315695393
355	0.03152059787
356	0.03149386473
357	0.03143748607
358	0.03138348722
359	0.03129527128
360	0.03121823743
361	0.03115559221
362	0.03113256769
363	0.03103882584
364	0.03100840372
365	0.03094737183
366	0.03092431508
367	0.03086114717
368	0.03074136257
369	0.03068918367
370	0.03061885728
371	0.03054438982
372	0.03050591727
373	0.03046351422
374	0.03040505064
375	0.03033540831
376	0.03030654759
377	0.03021467482
378	0.03015332152
379	0.03013898942
380	0.03012525794
381	0.03006603423
382	0.03006251541
383	0.03000613165
384	0.02991374
385	0.02982813298
386	0.02976083394
387	0.02975756879
388	0.02974082587
389	0.0296423491
390	0.02963806667
391	0.02958222019
392	0.02950326164
393	0.02946656712
394	0.02945916222
395	0.02945235002
396	0.02939143896
397	0.0293456229
398	0.0292927089
399	0.02924576555
400	0.02920414599
401	0.02915390983
402	0.02909346922
403	0.02899625956
404	0.02890175063
405	0.02883979259
406	0.0287880482
407	0.02875087339
408	0.02870618328
409	0.02868772314
410	0.02862920617
411	0.02862106875
412	0.02858044786
413	0.02851048163
414	0.02849129908
415	0.02843456185
416	0.02837894648
417	0.02833147217
418	0.0282718783
419	0.02824249619
420	0.0282095612
421	0.02817966846
422	0.02817429172
423	0.0281438064
424	0.02807902194
425	0.028028292
426	0.02802462851
427	0.02800397714
428	0.02798326683
429	0.0279420977
430	0.02791013014
431	0.02789088572
432	0.02782744749
433	0.02778740368
434	0.02776243782
435	0.02768126583
436	0.02766266317
437	0.02763768467
438	0.02761261079
439	0.02758945224
440	0.0275401404
441	0.02743964294
442	0.02743549162
443	0.02734217637
444	0.02733427406
445	0.02725200197
446	0.02717370395
447	0.02714842089
448	0.02710688837
449	0.02706878244
450	0.0270678093
451	0.02703544958
452	0.02695446223
453	0.0268999671
454	0.02685638802
455	0.02684665385
456	0.02679957419
457	0.02677490874
458	0.02671375469
459	0.0266981367
460	0.02665494361
461	0.02657269197
462	0.02654033547
463	0.02645508836
464	0.02644711246
465	0.02640103619
466	0.02636124602
467	0.02632585576
468	0.02629670737
469	0.02626224326
470	0.02621724474
471	0.02618143692
472	0.02617606659
473	0.02614954334
474	0.02610242785
475	0.02608850138
476	0.02606111008
477	0.02605357023
478	0.02603263222
479	0.02597319589
480	0.02595088076
481	0.02590696339
482	0.02587362058
483	0.02580480936
484	0.02579954167
485	0.02579949781
486	0.02571905197
487	0.02569143015
488	0.0256760173
489	0.02564951762
490	0.02562261461
491	0.02557914762
492	0.0255628243
493	0.02553835648
494	0.02546698741
495	0.02544129528
496	0.02541720704
497	0.02537086348
498	0.02530661122
499	0.0252402791
500	0.02516826226
501	0.02511055675
502	0.02506918767
503	0.02500869133
504	0.02496411477
505	0.02490092613
506	0.02485652091
507	0.02480876886
508	0.02477054764
509	0.02476832329
510	0.02469992387
511	0.02463894281
512	0.02462614172
513	0.02459561733
514	0.02454223287
515	0.02449682063
516	0.02444198406
517	0.0244150047
518	0.02435703584
519	0.02434425822
520	0.02429439061
521	0.02428255965
522	0.02425499413
523	0.02422812096
524	0.02416842878
525	0.02413367765
526	0.02412216186
527	0.02404827308
528	0.02400281297
529	0.02397104052
530	0.02391688326
531	0.0238821516
532	0.02385966729
533	0.02382681356
534	0.02381827354
535	0.02380679965
536	0.02380305395
537	0.02380057004
538	0.02378852713
539	0.02376101172
540	0.02373286361
541	0.02372386671
542	0.02372270586
543	0.02368618301
544	0.02363926352
545	0.02357260315
546	0.02350460363
547	0.02347617035
548	0.02341312953
549	0.02339200719
550	0.02335582318
551	0.02334239636
552	0.02333200247
553	0.02332268933
554	0.02325903576
555	0.02321693149
556	0.02317459952
557	0.02314564838
558	0.02314217711
559	0.02311918824
560	0.02308067433
561	0.02305102078
562	0.02302333381
563	0.0229986922
564	0.02296465965
565	0.02293010383
566	0.02292245908
567	0.02290191897
568	0.02286597823
569	0.02286152185
570	0.02284120674
571	0.02281452815
572	0.02279291405
573	0.0227378863
574	0.02269855653
575	0.02268650429
576	0.02265843615
577	0.02262597392
578	0.0226026493
579	0.0225829212
580	0.02256269798
581	0.02253953799
582	0.02252124957
583	0.02249138775
584	0.02245799484
585	0.02242198848
586	0.02237942057
587	0.02236443069
588	0.02234949998
589	0.02229652661
590	0.0222484598
591	0.02222501689
592	0.0221970426
593	0.02217066085
594	0.02214929714
595	0.022131887
596	0.02211847493
597	0.02209812304
598	0.02207176224
599	0.02204684075
600	0.02199756406
601	0.02196801953
602	0.02195385582
603	0.02194234018
604	0.02192336654
605	0.02189094299
606	0.02186706494
607	0.02186106853
608	0.02184910854
609	0.02181874247
610	0.02178146808
611	0.02176491468
612	0.02175122612
613	0.02172333923
614	0.02168810805
615	0.02167994016
616	0.02167692893
617	0.0216765371
618	0.02166917383
619	0.02165751791
620	0.02163104964
621	0.02161410034
622	0.02159054899
623	0.02158258033
624	0.0215613089
625	0.02152458637
626	0.02151315635
627	0.02149418721
628	0.02148472582
629	0.02148429412
630	0.02145785847
631	0.02145394331
632	0.0214348092
633	0.02142326744
634	0.02138213022
635	0.02133095151
636	0.02129921525
637	0.02126293738
638	0.02125011642
639	0.02119525035
640	0.02117496008
641	0.02113423765
642	0.02112777823
643	0.0210699611
644	0.02104719068
645	0.02102053964
646	0.02100981207
647	0.0209667972
648	0.02092054409
649	0.02090528607
650	0.02089891086
651	0.02088029118
652	0.02085652616
653	0.02084892797
654	0.02079825448
655	0.02077102155
656	0.02075469443
657	0.02072664211
658	0.02072330511
659	0.02068155518
660	0.0206681123
661	0.0206514985
662	0.02062092289
663	0.02061790949
664	0.02059160104
665	0.02057192004
666	0.02054489346
667	0.02054477023
668	0.02052564009
669	0.02049717935
670	0.02048339512
671	0.02042800544
672	0.02042680517
673	0.02037970852
674	0.02037760417
